Death No.,Season,Episode,Victim_Allegiance,Character_ID,Character_Name,Victim,Method,Location,Victim URL,Location_ID
281,4,2,House Baratheon of Dragonstone,CH151,"Melisandre ""the Red Woman"" of Asshai",Axell Florent,Fire,Dragonstone,,
282,4,2,House Baratheon of Dragonstone,CH151,"Melisandre ""the Red Woman"" of Asshai",Dragonstone citizen,Fire,Dragonstone,,
283,4,2,House Baratheon of Dragonstone,CH151,"Melisandre ""the Red Woman"" of Asshai",Dragonstone citizen,Fire,Dragonstone,,
284,4,2,None,CH236,Summer,Deer,Teeth,Beyond the Wall,,
285,4,2,House Lannister,CH171,Olenna Tyrell,Joffrey Baratheon,Poison,King's Landing,,
286,4,3,House Hollard,CH012,Baelish soldier,Dontos Hollard,Arrow,King's Landing,,
287,4,3,Smallfolk,CH286,Ygritte,Guymon,Arrow,The Gift,,
288,4,3,Smallfolk,CH235,Styr,Olly's mum,Axe,The Gift,,
289,4,3,Smallfolk,CH246,Thenn raider,Peasant,Not Available,The Gift,,
290,4,3,Smallfolk,CH251,Tormund,Peasant,Sword,The Gift,,
291,4,3,Smallfolk,CH251,Tormund,Peasant,Sword,The Gift,,
292,4,3,Smallfolk,CH251,Tormund,Peasant,Sword,The Gift,,
293,4,3,Smallfolk,CH251,Tormund,Peasant,Sword,The Gift,,
294,4,3,Smallfolk,CH286,Ygritte,Peasant,Sword,The Gift,,
295,4,3,None,CH043,Daario Naharis,Champion of Meereen's Horse,Knife,Meereen,,
296,4,3,Great Masters,CH043,Daario Naharis,Champion of Meereen,Arakh,Meereen,,
297,4,4,Great Masters,CH150,Meereen slaves,Meereen slave master,Not Available,Meereen,,
298,4,5,Night's Watch,CH059,Eddison Tollett,Night's Watch mutineer,Sword,Beyond the Wall,,
299,4,5,Night's Watch,CH128,Locke,Night's Watch mutineer,Sword,Beyond the Wall,,
300,4,5,Night's Watch,CH128,Locke,Night's Watch mutineer,Sword,Beyond the Wall,,
301,4,5,Night's Watch,CH165,Night's Watch mutineer,Night's Watch brother,Axe,Beyond the Wall,,
302,4,5,Night's Watch,CH165,Night's Watch mutineer,Night's Watch brother,Sword,Beyond the Wall,,
303,4,5,Night's Watch,CH105,Jon Snow,Night's Watch mutineer,Sword,Beyond the Wall,,
304,4,5,Night's Watch,CH165,Night's Watch mutineer,Night's Watch brother,Sword,Beyond the Wall,,
305,4,5,Night's Watch,CH105,Jon Snow,Night's Watch mutineer,Sword,Beyond the Wall,,
306,4,5,Night's Watch,CH059,Eddison Tollett,Night's Watch mutineer,Sword,Beyond the Wall,,
307,4,5,Night's Watch,CH105,Jon Snow,Night's Watch mutineer,Sword,Beyond the Wall,,
308,4,5,House Bolton,CH089,Hodor,Locke,Hands,Beyond the Wall,,
309,4,5,Night's Watch,CH105,Jon Snow,Night's Watch mutineer,Sword,Beyond the Wall,,
310,4,5,Night's Watch,CH109,Karl Tanner,Night's Watch brother,Knife,Beyond the Wall,,
311,4,5,Night's Watch,CH105,Jon Snow,Karl Tanner,Sword,Beyond the Wall,,
312,4,5,Night's Watch,CH078,Grenn,Night's Watch mutineer,Sword,Beyond the Wall,,
313,4,5,Night's Watch,CH067,Ghost,Rast,Teeth,Beyond the Wall,,
314,4,6,House Bolton,CH285,Yara Greyjoy,Bolton soldier,Axe,Dreadfort,,
315,4,6,House Bolton,CH081,Greyjoy Soldier,Bolton soldier,Knife,Dreadfort,,
316,4,6,House Bolton,CH081,Greyjoy Soldier,Bolton soldier,Sword,Dreadfort,,
317,4,6,House Greyjoy,CH194,Ramsay Bolton,Greyjoy Soldier,Knife,Dreadfort,,
318,4,6,House Bolton,CH285,Yara Greyjoy,Bolton soldier,Axe,Dreadfort,,
319,4,6,House Bolton,CH285,Yara Greyjoy,Bolton soldier,Axe,Dreadfort,,
320,4,6,None,CH044,Daenerys Targaryen,Goat,Dragonfire (Dragon),Meereen,,
321,4,7,None,CH077,"Gregor ""The Mountain"" Clegane",Prisoner,Sword,King's Landing,,
322,4,7,None,CH077,"Gregor ""The Mountain"" Clegane",Prisoner,Sword,King's Landing,,
323,4,7,None,CH077,"Gregor ""The Mountain"" Clegane",Prisoner,Sword,King's Landing,,
324,4,7,Smallfolk,CH215,"Sandor ""The Hound"" Clegane",Peasant,Knife,Riverlands,,
325,4,7,None,CH215,"Sandor ""The Hound"" Clegane",Biter,Hands,Riverlands,,
326,4,7,None,CH008,Arya Stark,Rorge,Sword,Riverlands,,
327,4,7,House Baelish,CH181,Petyr Baelish,Lysa Arryn,Moon Door,The Eyrie,,
328,4,8,Smallfolk,CH246,Thenn raider,Peasant,Knife,Mole's Town,,
329,4,8,Smallfolk,CH251,Tormund,Peasant,Sword,Mole's Town,,
330,4,8,Smallfolk,CH286,Ygritte,Peasant,Spear,Mole's Town,,
331,4,8,Smallfolk,CH286,Ygritte,Peasant,Spear,Mole's Town,,
332,4,8,Smallfolk,CH235,Styr,Peasant,Axe,Mole's Town,,
333,4,8,Smallfolk,CH235,Styr,Peasant,Axe,Mole's Town,,
334,4,8,Smallfolk,CH251,Tormund,Peasant,Sword,Mole's Town,,
335,4,8,Smallfolk,CH251,Tormund,Peasant,Sword,Mole's Town,,
336,4,8,Smallfolk,CH286,Ygritte,Peasant,Spear,Mole's Town,,
337,4,8,Smallfolk,CH286,Ygritte,Peasant,Knife,Mole's Town,,
338,4,8,House Greyjoy,CH081,Greyjoy Soldier,Ralf Kenning,Axe,Moat Cailin,,
339,4,8,House Martell,CH077,"Gregor ""The Mountain"" Clegane",Oberyn Martell,Hands,King's Landing,,
340,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Flaming arrow,Castle Black,,
341,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Flaming arrow,Castle Black,,
342,4,9,Night's Watch,CH286,Ygritte,Night's Watch brother,Flaming arrow,Castle Black,,
343,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Flaming arrow,Beyond the Wall,,
344,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Flaming arrow,Beyond the Wall,,
345,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Flaming arrow,Beyond the Wall,,
346,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Flaming arrow,Beyond the Wall,,
347,4,9,Night's Watch,CH286,Ygritte,Night's Watch brother,Flaming arrow,Castle Black,,
348,4,9,Night's Watch,CH286,Ygritte,Night's Watch brother,Flaming arrow,Castle Black,,
349,4,9,Night's Watch,CH278,Wildling,Night's Watch brother,Arrow,Castle Black,,
350,4,9,Night's Watch,CH278,Wildling,Night's Watch brother,Arrow,Castle Black,,
351,4,9,Free Folk,CH003,Alliser Thorne,Wildling,Sword,Castle Black,,
352,4,9,Night's Watch,CH246,Thenn raider,Night's Watch brother,Sword,Castle Black,,
353,4,9,Free Folk,CH003,Alliser Thorne,Thenn raider,Sword,Castle Black,,
354,4,9,Night's Watch,CH251,Tormund,Night's Watch brother,Axe,Castle Black,,
355,4,9,Night's Watch,CH251,Tormund,Night's Watch brother,Axe,Castle Black,,
356,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Flaming arrow,Castle Black,,
357,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Flaming arrow,Castle Black,,
358,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Flaming arrow,Castle Black,,
359,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Flaming arrow,Castle Black,,
360,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Flaming arrow,Castle Black,,
361,4,9,Night's Watch,CH280,Wildling giant,Night's Watch brother,Giant arrow,The Wall,,
362,4,9,Night's Watch,CH246,Thenn raider,Night's Watch brother,Axe,Castle Black,,
363,4,9,Night's Watch,CH278,Wildling,Night's Watch brother,Nail,Castle Black,,
364,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Arrow,Castle Black,,
365,4,9,Night's Watch,CH278,Wildling,Night's Watch brother,Knife,Castle Black,,
366,4,9,Night's Watch,CH235,Styr,Night's Watch brother,Axe,Castle Black,,
367,4,9,Night's Watch,CH235,Styr,Night's Watch brother,Axe,Castle Black,,
368,4,9,Night's Watch,CH235,Styr,Night's Watch brother,Axe,Castle Black,,
369,4,9,Night's Watch,CH286,Ygritte,Night's Watch brother,Arrow,Castle Black,,
370,4,9,Night's Watch,CH286,Ygritte,Night's Watch brother,Arrow,Castle Black,,
371,4,9,Night's Watch,CH286,Ygritte,Night's Watch brother,Arrow,Castle Black,,
372,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Axe,Castle Black,,
373,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Pot,Castle Black,,
374,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Butcher's knife,Castle Black,,
375,4,9,Night's Watch,CH278,Wildling,Night's Watch brother,Axe,Castle Black,,
376,4,9,Free Folk,CH188,Pypar,Wildling,Arrow,Castle Black,,
377,4,9,Night's Watch,CH286,Ygritte,Pypar,Arrow,Castle Black,,
378,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Barrel,Beyond the Wall,,
379,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Barrel,Beyond the Wall,,
380,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Barrel,Beyond the Wall,,
381,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Barrel,Beyond the Wall,,
382,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Barrel,Beyond the Wall,,
383,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Barrel,Beyond the Wall,,
384,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Barrel,Beyond the Wall,,
385,4,9,Free Folk,CH003,Alliser Thorne,Wildling,Sword,Castle Black,,
386,4,9,Night's Watch,CH251,Tormund,Night's Watch brother,Axe,Castle Black,,
387,4,9,Free Folk,CH214,Sam Tarly,Thenn raider,Arrow,Castle Black,,
388,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Burning oil,Beyond the Wall,,
389,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Burning oil,Beyond the Wall,,
390,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Burning oil,Beyond the Wall,,
391,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Burning oil,Beyond the Wall,,
392,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Burning oil,Beyond the Wall,,
393,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Burning oil,Beyond the Wall,,
394,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Burning oil,Beyond the Wall,,
395,4,9,Free Folk,CH069,Giant mammoth,Wildling,Mammoth foot,Beyond the Wall,,
396,4,9,Free Folk,CH164,Night's Watch brother,Giant wildling,Giant arrow,Beyond the Wall,,
397,4,9,Night's Watch,CH167,None,Night's Watch brother,Burning oil,The Wall,,
398,4,9,Night's Watch,CH278,Wildling,Night's Watch brother,Flaming arrow,The Wall,,
399,4,9,Night's Watch,CH280,Wildling giant,Grenn,Not Available,Castle Black,,
400,4,9,Free Folk,CH078,Grenn,Mag the Mighty giant,Not Available,Castle Black,,
401,4,9,Free Folk,CH105,Jon Snow,Wildling,Sword,Castle Black,,
402,4,9,Free Folk,CH105,Jon Snow,Wildling,Sword,Castle Black,,
403,4,9,Free Folk,CH105,Jon Snow,Wildling,Sword,Castle Black,,
404,4,9,Night's Watch,CH235,Styr,Night's Watch brother,Axe,Castle Black,,
405,4,9,Night's Watch,CH251,Tormund,Night's Watch brother,Sword,Castle Black,,
406,4,9,Night's Watch,CH251,Tormund,Night's Watch brother,Sword,Castle Black,,
407,4,9,Free Folk,CH105,Jon Snow,Wildling,Sword,Castle Black,,
408,4,9,Free Folk,CH067,Ghost,Thenn raider,Teeth,Castle Black,,
409,4,9,Free Folk,CH105,Jon Snow,Wildling,Sword,Castle Black,,
410,4,9,Night's Watch,CH251,Tormund,Night's Watch brother,Sword,Castle Black,,
411,4,9,Night's Watch,CH251,Tormund,Night's Watch brother,Sword,Castle Black,,
412,4,9,Night's Watch,CH235,Styr,Night's Watch brother,Axe,Castle Black,,
413,4,9,Free Folk,CH105,Jon Snow,Wildling,Sword,Castle Black,,
414,4,9,Free Folk,CH105,Jon Snow,Styr,Hammer,Castle Black,,
415,4,9,Free Folk,CH172,Olly,Ygritte,Arrow,Castle Black,,
416,4,9,Night's Watch,CH278,Wildling,Night's Watch brother,Sword,Castle Black,,
417,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Scythe,The Wall,,
418,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Scythe,The Wall,,
419,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Scythe,The Wall,,
420,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Scythe,The Wall,,
421,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Scythe,The Wall,,
422,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Scythe,The Wall,,
423,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Scythe,The Wall,,
424,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Scythe,The Wall,,
425,4,9,Free Folk,CH164,Night's Watch brother,Wildling,Scythe,The Wall,,
426,4,10,Free Folk,CH015,Baratheon of Dragonstone soldier,Wildling,Spear,Beyond the Wall,,
427,4,10,Free Folk,CH015,Baratheon of Dragonstone soldier,Wildling,Axe,Beyond the Wall,,
428,4,10,Free Folk,CH015,Baratheon of Dragonstone soldier,Wildling,Spear,Beyond the Wall,,
429,4,10,House Baratheon of Dragonstone,CH278,Wildling,Baratheon of Dragonstone soldier,Arrow,Beyond the Wall,,
430,4,10,Free Folk,CH015,Baratheon of Dragonstone soldier,Wildling,Spear,Beyond the Wall,,
431,4,10,Free Folk,CH015,Baratheon of Dragonstone soldier,Wildling,Spear,Beyond the Wall,,
432,4,10,Free Folk,CH015,Baratheon of Dragonstone soldier,Wildling,Sword,Beyond the Wall,,
433,4,10,Free Folk,CH015,Baratheon of Dragonstone soldier,Wildling,Sword,Beyond the Wall,,
434,4,10,Free Folk,CH015,Baratheon of Dragonstone soldier,Wildling,Sword,Beyond the Wall,,
435,4,10,Free Folk,CH015,Baratheon of Dragonstone soldier,Wildling,Sword,Beyond the Wall,,
436,4,10,Free Folk,CH015,Baratheon of Dragonstone soldier,Wildling,Sword,Beyond the Wall,,
437,4,10,Free Folk,CH015,Baratheon of Dragonstone soldier,Wildling,Sword,Beyond the Wall,,
438,4,10,Free Folk,CH015,Baratheon of Dragonstone soldier,Wildling,Sword,Beyond the Wall,,
439,4,10,Free Folk,CH015,Baratheon of Dragonstone soldier,Wildling,Sword,Beyond the Wall,,
440,4,10,Smallfolk,CH044,Daenerys Targaryen,Zalla,Dragonfire (Dragon),Meereen,,
441,4,10,House Stark,CH146,Meera Reed,Jojen Reed,Knife,Beyond the Wall,,
442,4,10,House Clegane,CH030,Brienne of Tarth,"Sandor ""The Hound"" Clegane",Hands,The Vale,,
443,4,10,House Lannister,CH256,Tyrion Lannister,Shae,Hands/Necklace,King's Landing,,
444,4,10,House Lannister,CH256,Tyrion Lannister,Tywin Lannister,Arrow,King's Landing,,
445,5,1,House Targaryen,CH226,Sons of the Harpy agent,White Rat,Knife,Meereen,,
446,5,1,Free Folk,CH105,Jon Snow,Mance Rayder,Arrow,Castle Black,,
447,5,2,House Baelish,CH030,Brienne of Tarth,Baelish soldier,Sword,Eastern Road,,
448,5,2,House Baelish,CH030,Brienne of Tarth,Baelish soldier,Sword,Eastern Road,,
449,5,2,House Baelish,CH030,Brienne of Tarth,Baelish soldier,Sword,Eastern Road,,
450,5,2,Smallfolk,CH179,Peasant,Unamed Dwarf,Not Available,King's Landing,,
451,5,2,None,CH008,Arya Stark,Pigeon,Sword,Braavos,,
452,5,2,Sons of the Harpy,CH148,Meereen slave,Sons of the Harpy agent,Knife,Meereen,,
453,5,2,None,CH043,Daario Naharis,Meereen slave,Arakh,Meereen,,
454,5,2,Great Masters,CH148,Meereen slave,Great Master,Hands,Meereen,,
455,5,3,None,CH194,Ramsay Bolton,Peasant,Flaying,Winterfell,,
456,5,3,None,CH194,Ramsay Bolton,Peasant,Flaying,Winterfell,,
457,5,3,None,CH194,Ramsay Bolton,Peasant,Flaying,Winterfell,,
458,5,3,Night's Watch,CH105,Jon Snow,Janos Slynt,Sword,Castle Black,,
459,5,3,None,CH191,Qyburn,Rat,Knife,King's Landing,,
460,5,4,None,CH031,Bronn,Snake,Knife,Dorne,,
461,5,4,House Martell,CH031,Bronn,Dorne Soldier,Knife,Dorne,,
462,5,4,House Martell,CH031,Bronn,Dorne Soldier,Sword,Dorne,,
463,5,4,House Martell,CH031,Bronn,Dorne Horse,Sword,Dorne,,
464,5,4,House Martell,CH098,Jaime Lannister,Dorne Soldier,Sword,Dorne,,
465,5,4,None,CH169,Obara Sand,Dorne Smuggler,Spear,Dorne,,
466,5,4,House Targaryen,CH226,Sons of the Harpy agent,Second Sun Mercenary,Knife,Meereen,,
467,5,4,House Targaryen,CH226,Sons of the Harpy agent,Second Sun Mercenary,Knife,Meereen,,
468,5,4,House Targaryen,CH226,Sons of the Harpy agent,Second Sun Mercenary,Knife,Meereen,,
469,5,4,House Targaryen,CH226,Sons of the Harpy agent,Unsullied Soldier,Knife,Meereen,,
470,5,4,Sons of the Harpy,CH264,Unsullied Soldier,Sons of the Harpy agent,Spear,Meereen,,
471,5,4,Sons of the Harpy,CH264,Unsullied Soldier,Sons of the Harpy agent,Spear,Meereen,,
472,5,4,House Targaryen,CH226,Sons of the Harpy agent,Unsullied Soldier,Knife,Meereen,,
473,5,4,House Targaryen,CH226,Sons of the Harpy agent,Unsullied Soldier,Knife,Meereen,,
474,5,4,Sons of the Harpy,CH080,Grey Worm,Sons of the Harpy agent,Shield,Meereen,,
475,5,4,Sons of the Harpy,CH080,Grey Worm,Sons of the Harpy agent,Spear,Meereen,,
476,5,4,Sons of the Harpy,CH080,Grey Worm,Sons of the Harpy agent,Sword,Meereen,,
477,5,4,Sons of the Harpy,CH080,Grey Worm,Sons of the Harpy agent,Spear,Meereen,,
478,5,4,House Targaryen,CH226,Sons of the Harpy agent,Unsullied Soldier,Knife,Meereen,,
479,5,4,House Targaryen,CH226,Sons of the Harpy agent,Unsullied Soldier,Knife,Meereen,,
480,5,4,Sons of the Harpy,CH080,Grey Worm,Sons of the Harpy agent,Spear,Meereen,,
481,5,4,Sons of the Harpy,CH080,Grey Worm,Sons of the Harpy agent,Spear,Meereen,,
482,5,4,Sons of the Harpy,CH080,Grey Worm,Sons of the Harpy agent,Hands,Meereen,,
483,5,4,House Targaryen,CH226,Sons of the Harpy agent,Unsullied Soldier,Knife,Meereen,,
484,5,4,House Targaryen,CH226,Sons of the Harpy agent,Unsullied Soldier,Knife,Meereen,,
485,5,4,House Targaryen,CH226,Sons of the Harpy agent,Unsullied Soldier,Knife,Meereen,,
486,5,4,House Targaryen,CH226,Sons of the Harpy agent,Unsullied Soldier,Knife,Meereen,,
487,5,4,House Targaryen,CH226,Sons of the Harpy agent,Unsullied Soldier,Knife,Meereen,,
488,5,4,Sons of the Harpy,CH080,Grey Worm,Sons of the Harpy agent,Spear,Meereen,,
489,5,4,Sons of the Harpy,CH080,Grey Worm,Sons of the Harpy agent,Spear,Meereen,,
490,5,4,Sons of the Harpy,CH019,Barristan Selmy,Sons of the Harpy agent,Sword,Meereen,,
491,5,4,Sons of the Harpy,CH019,Barristan Selmy,Sons of the Harpy agent,Sword,Meereen,,
492,5,4,Sons of the Harpy,CH019,Barristan Selmy,Sons of the Harpy agent,Sword,Meereen,,
493,5,4,Sons of the Harpy,CH226,Sons of the Harpy agent,Sons of the Harpy agent,Sword,Meereen,,
494,5,4,Sons of the Harpy,CH019,Barristan Selmy,Sons of the Harpy agent,Sword,Meereen,,
495,5,4,Sons of the Harpy,CH019,Barristan Selmy,Sons of the Harpy agent,Sword,Meereen,,
496,5,4,Sons of the Harpy,CH019,Barristan Selmy,Sons of the Harpy agent,Sword,Meereen,,
497,5,4,Sons of the Harpy,CH019,Barristan Selmy,Sons of the Harpy agent,Sword,Meereen,,
498,5,4,Sons of the Harpy,CH080,Grey Worm,Sons of the Harpy agent,Spear,Meereen,,
499,5,4,Sons of the Harpy,CH019,Barristan Selmy,Sons of the Harpy agent,Sword,Meereen,,
500,5,4,Sons of the Harpy,CH019,Barristan Selmy,Sons of the Harpy agent,Sword,Meereen,,
501,5,4,Sons of the Harpy,CH019,Barristan Selmy,Sons of the Harpy agent,Sword,Meereen,,
502,5,4,Sons of the Harpy,CH019,Barristan Selmy,Sons of the Harpy agent,Sword,Meereen,,
503,5,4,Sons of the Harpy,CH019,Barristan Selmy,Sons of the Harpy agent,Sword,Meereen,,
504,5,4,Sons of the Harpy,CH019,Barristan Selmy,Sons of the Harpy agent,Sword,Meereen,,
505,5,4,Sons of the Harpy,CH019,Barristan Selmy,Sons of the Harpy agent,Sword,Meereen,,
506,5,4,Sons of the Harpy,CH080,Grey Worm,Sons of the Harpy agent,Spear,Meereen,,
507,5,4,House Targaryen,CH226,Sons of the Harpy agent,Barristan Selmy,Sword,Meereen,,
508,5,5,House Targaryen,CH268,Viserion,Great Master,Dragonfire (Dragon),Meereen,,
509,5,5,None,CH106,Jorah Mormont,Stone Man,Sword,Valyria,,
510,5,6,None,CH008,Arya Stark,Peasant,Poison,Braavos,,
511,5,7,Night's Watch,CH002,Aemon Targaryen,Aemon Targaryen,Old Age,Castle Black,,
512,5,7,None,CH194,Ramsay Bolton,Peasant,Flaying,Winterfell,,
513,5,8,Free Folk,CH251,Tormund,Wildling Leader,Mallet,Hardhome,,
514,5,8,Free Folk,CH277,Wight,Wildling,Axe,Hardhome,,
515,5,8,Free Folk,CH277,Wight,Wildling,Sword,Hardhome,,
516,5,8,Free Folk,CH277,Wight,Wildling,Sword,Hardhome,,
517,5,8,Free Folk,CH277,Wight,Wildling,Axe,Hardhome,,
518,5,8,Free Folk,CH277,Wight,Wildling,Sword,Hardhome,,
519,5,8,Free Folk,CH277,Wight,Wildling,Sword,Hardhome,,
520,5,8,Free Folk,CH277,Wight,Wildling,Sword,Hardhome,,
521,5,8,Free Folk,CH277,Wight,Wildling,Falling,Hardhome,,
522,5,8,Free Folk,CH277,Wight,Wildling,Axe,Hardhome,,
523,5,8,Free Folk,CH276,White Walker,Loboda,Spear,Hardhome,,
524,5,8,Free Folk,CH277,Wight,Karsi,Teeth,Hardhome,,
525,5,8,Free Folk,CH277,Wight,Wildling,Sword,Hardhome,,
526,5,8,Free Folk,CH277,Wight,Wildling,Sword,Hardhome,,
527,5,8,Free Folk,CH277,Wight,Wildling,Sword,Hardhome,,
528,5,8,Free Folk,CH277,Wight,Wildling,Axe,Hardhome,,
529,5,8,Free Folk,CH277,Wight,Wildling,Axe,Hardhome,,
530,5,8,Free Folk,CH276,White Walker,Wildling,Sword,Hardhome,,
531,5,8,Free Folk,CH277,Wight,Wildling,Sword,Hardhome,,
532,5,8,Free Folk,CH277,Wight,Wildling,Axe,Hardhome,,
533,5,8,Free Folk,CH277,Wight,Wildling,Sword,Hardhome,,
534,5,8,Free Folk,CH277,Wight,Wildling,Sword,Hardhome,,
535,5,8,Free Folk,CH277,Wight,Wildling,Sword,Hardhome,,
536,5,9,House Baratheon of Dragonstone,CH194,Ramsay Bolton,Horse,Fire,Kingsroad,,
537,5,9,None,CH179,Peasant,Peasant,Poison,Braavos,,
538,5,9,House Baratheon of Dragonstone,CH151,"Melisandre ""the Red Woman"" of Asshai",Shireen Baratheon,Fire,Kingsroad,,
539,5,9,None,CH071,Gladiator,Gladiator,Sword,Meereen,,
540,5,9,None,CH071,Gladiator,Gladiator,Sword,Meereen,,
541,5,9,None,CH106,Jorah Mormont,Gladiator,Knife,Meereen,,
542,5,9,None,CH071,Gladiator,Gladiator,Spear,Meereen,,
543,5,9,None,CH071,Gladiator,Gladiator,Spear,Meereen,,
544,5,9,None,CH106,Jorah Mormont,Gladiator,Sword,Meereen,,
