Death_No.,Season,Episode,Character_ID,Victim_House,Character_Name,Victim,Victim_URL,Method,Location,Location_ID
134,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Flaming arrow,King's Landing,LOC021
135,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Flaming arrow,King's Landing,LOC021
136,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Flaming arrow,King's Landing,LOC021
137,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Flaming arrow,King's Landing,LOC021
138,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Flaming arrow,King's Landing,LOC021
139,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Flaming arrow,King's Landing,LOC021
140,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Flaming arrow,King's Landing,LOC021
141,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Flaming arrow,King's Landing,LOC021
142,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Flaming arrow,King's Landing,LOC021
143,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Boulder,King's Landing,LOC021
144,2,9,CH015,House Baratheon of King's Landing,Baratheon of Dragonstone soldier,Baratheon of King's Landing soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_KL_Soldier.png,Arrow,King's Landing,LOC021
145,2,9,CH015,House Baratheon of King's Landing,Baratheon of Dragonstone soldier,Baratheon of King's Landing soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_KL_Soldier.png,Arrow,King's Landing,LOC021
146,2,9,CH015,House Baratheon of King's Landing,Baratheon of Dragonstone soldier,Baratheon of King's Landing soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_KL_Soldier.png,Axe,King's Landing,LOC021
147,2,9,CH015,House Baratheon of King's Landing,Baratheon of Dragonstone soldier,Baratheon of King's Landing soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_KL_Soldier.png,Axe,King's Landing,LOC021
148,2,9,CH015,House Baratheon of King's Landing,Baratheon of Dragonstone soldier,Baratheon of King's Landing soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_KL_Soldier.png,Axe,King's Landing,LOC021
149,2,9,CH215,House Baratheon of Dragonstone,Sandor Clegane,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Sword,King's Landing,LOC021
150,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Sword,King's Landing,LOC021
151,2,9,CH215,House Baratheon of Dragonstone,Sandor Clegane,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Sword,King's Landing,LOC021
152,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Sword,King's Landing,LOC021
153,2,9,CH015,House Baratheon of King's Landing,Baratheon of Dragonstone soldier,Baratheon of King's Landing soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_KL_Soldier.png,Axe,King's Landing,LOC021
154,2,9,CH015,House Baratheon of King's Landing,Baratheon of Dragonstone soldier,Baratheon of King's Landing soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_KL_Soldier.png,Hands,King's Landing,LOC021
155,2,9,CH031,House Baratheon of Dragonstone,Bronn,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Arrow,King's Landing,LOC021
156,2,9,CH031,House Baratheon of Dragonstone,Bronn,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Knife,King's Landing,LOC021
157,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Fire,King's Landing,LOC021
158,2,9,CH229,House Baratheon of King's Landing,Stannis Baratheon,Baratheon of King's Landing soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_KL_Soldier.png,Sword,King's Landing,LOC021
159,2,9,CH229,House Baratheon of King's Landing,Stannis Baratheon,Baratheon of King's Landing soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_KL_Soldier.png,Sword,King's Landing,LOC021
160,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Boulder,King's Landing,LOC021
161,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Boulder,King's Landing,LOC021
162,2,9,CH015,House Baratheon of King's Landing,Baratheon of Dragonstone soldier,Baratheon of King's Landing soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_KL_Soldier.png,Arrow,King's Landing,LOC021
163,2,9,CH015,House Baratheon of King's Landing,Baratheon of Dragonstone soldier,Baratheon of King's Landing soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_KL_Soldier.png,Arrow,King's Landing,LOC021
164,2,9,CH256,House Baratheon of Dragonstone,Tyrion Lannister,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Axe,King's Landing,LOC021
165,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Sword,King's Landing,LOC021
166,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Not Available,King's Landing,LOC021
167,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Sword,King's Landing,LOC021
168,2,9,CH229,House Baratheon of King's Landing,Stannis Baratheon,Baratheon of King's Landing soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_KL_Soldier.png,Sword,King's Landing,LOC021
169,2,9,CH015,House Baratheon of King's Landing,Baratheon of Dragonstone soldier,Baratheon of King's Landing soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_KL_Soldier.png,Bludgeon,King's Landing,LOC021
170,2,9,CH229,House Baratheon of King's Landing,Stannis Baratheon,Baratheon of King's Landing soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_KL_Soldier.png,Sword,King's Landing,LOC021
171,2,9,CH183,House Moore,Podrick Payne,Mandon Moore,,Spear,King's Landing,LOC021
172,2,9,CH015,House Baratheon of King's Landing,Baratheon of Dragonstone soldier,Baratheon of King's Landing soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_KL_Soldier.png,Sword,King's Landing,LOC021
173,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Not Available,King's Landing,LOC021
174,2,9,CH130,House Baratheon of Dragonstone,Loras Tyrell,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Sword,King's Landing,LOC021
175,2,9,CH130,House Baratheon of Dragonstone,Loras Tyrell,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Sword,King's Landing,LOC021
176,2,9,CH130,House Baratheon of Dragonstone,Loras Tyrell,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Sword,King's Landing,LOC021
177,2,9,CH122,House Baratheon of Dragonstone,Lannister soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Sword,King's Landing,LOC021
178,2,9,CH130,House Baratheon of Dragonstone,Loras Tyrell,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Sword,King's Landing,LOC021
179,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Arrow,King's Landing,LOC021
180,2,9,CH016,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Arrow,King's Landing,LOC021
181,2,10,CH030,House Stark,Brienne of Tarth,Stark Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Stark_Soldier.png,Sword,Not Available,LOC060
182,2,10,CH030,House Stark,Brienne of Tarth,Stark Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Stark_Soldier.png,Sword,Not Available,LOC060
183,2,10,CH030,House Stark,Brienne of Tarth,Stark Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Stark_Soldier.png,Sword,Not Available,LOC060
184,2,10,CH175,House Stark,Osha,Maester Luwin,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Maester_Luwin.png,Knife,Winterfell,LOC064
185,2,10,CH044,Warlocks of Qarth,Daenerys Targaryen,Pyat Pree,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Pyatt_Pree.png,Dragonfire,Qarth,LOC033
186,2,10,CH105,Night's Watch,Jon Snow,Qhorin Halfhand,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Qhorin.png,Sword,Beyond the Wall,LOC005
187,2,10,CH044,The Thirteen,Daenerys Targaryen,Xaro Xhoan Daxos,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Xaro_Xhoan_Daxos.png,Sealed into vault,Qarth,LOC033
188,2,10,CH044,House Targaryen,Daenerys Targaryen,Doreah,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Doreah.png,Sealed into vault,Qarth,LOC033
189,3,1,CH019,None,Barristan Selmy,Manticore,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Manticore.png,Knife,Astapor,LOC003
190,3,2,CH167,House Tully,None,Hoster Tully,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Hoster_Tully.png,Illness,Riverrun,LOC036
191,3,3,CH194,House Bolton,Ramsay Bolton,Bolton soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Bolton_Soldier.png,Arrow,Dreadfort,LOC012
192,3,3,CH194,House Bolton,Ramsay Bolton,Bolton soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Bolton_Soldier.png,Arrow,Dreadfort,LOC012
193,3,3,CH194,House Bolton,Ramsay Bolton,Bolton soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Bolton_Soldier.png,Arrow,Dreadfort,LOC012
194,3,3,CH194,House Bolton,Ramsay Bolton,Bolton soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Bolton_Soldier.png,Arrow,Dreadfort,LOC012
195,3,4,CH167,Night's Watch,None,Bannen,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Broken foot,Beyond the Wall,LOC005
196,3,4,CH109,Night's Watch,Karl Tanner,Craster,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Craster.png,Knife,Beyond the Wall,LOC005
197,3,4,CH196,Night's Watch,Rast,Jeor Mormont,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Jeor_Mormont.png,Knife,Beyond the Wall,LOC005
198,3,4,CH215,Brotherhood Without Banners,Sandor Clegane,Beric Dondarrion,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Beric_Dondarrion.png,Sword,Hollow Hill,LOC019
199,3,4,CH263,Good Masters,Unsullied,Astapor slaver,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Slaver.png,Spear,Astapor,LOC003
200,3,4,CH263,Good Masters,Unsullied,Astapor slaver,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Slaver.png,Spear,Astapor,LOC003
201,3,4,CH044,Good Masters,Daenerys Targaryen,Kraznys mo Nakloz,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Kraznys_mo_Nakloz.png,Dragonfire,Astapor,LOC003
202,3,4,CH263,Good Masters,Unsullied,Astapor soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Soldier.png,Spear,Astapor,LOC003
203,3,4,CH263,Good Masters,Unsullied,Astapor soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Soldier.png,Spear,Astapor,LOC003
204,3,4,CH263,Good Masters,Unsullied,Astapor soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Soldier.png,Spear,Astapor,LOC003
205,3,4,CH263,Good Masters,Unsullied,Astapor slaver,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Slaver.png,Spear,Astapor,LOC003
206,3,5,CH111,House Stark,Karstark soldier,Stark Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Stark_Soldier.png,Sword,Riverrun,LOC036
207,3,5,CH111,House Lannister,Karstark soldier,Willem Lannister,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Not Available,Riverrun,LOC036
208,3,5,CH204,House Lannister,Rickard Karstark,Martyn Lannister,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Knife,Riverrun,LOC036
209,3,5,CH207,House Stark,Robb Stark,Rickard Karstark,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Rickard_Karstark.png,Sword,Riverrun,LOC036
210,3,6,CH167,Free Folk,None,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Falling,The Wall,LOC056
